,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1068,-1,53400,RAINFOREST_RESIN,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,-180.0
1069,-1,53400,KELP,2020,25,,,,,2023,25,,,,,2021.5,178.546875
1070,-1,53500,KELP,2020,23,,,,,2023,23,,,,,2021.5,184.40625
1071,-1,53500,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10002,1,10004.0,2.0,10005.0,21.0,9999.0,-180.0
1072,-1,53600,RAINFOREST_RESIN,9995,24,,,,,9998,9,10005.0,24.0,,,9996.5,-180.0
1073,-1,53600,KELP,2020,24,,,,,2023,24,,,,,2021.5,190.3515625
1074,-1,53700,KELP,2019,30,,,,,2023,30,,,,,2021.0,196.171875
1075,-1,53700,RAINFOREST_RESIN,9998,1,9995.0,30.0,,,10005,30,,,,,10001.5,-180.0
1076,-1,53800,RAINFOREST_RESIN,10002,3,9995.0,30.0,,,10005,30,,,,,10003.5,-180.0
1077,-1,53800,KELP,2019,30,,,,,2023,30,,,,,2021.0,197.2109375
1078,-1,53900,KELP,2019,27,,,,,2023,27,,,,,2021.0,200.2265625
1079,-1,53900,RAINFOREST_RESIN,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-180.0
1080,-1,54000,RAINFOREST_RESIN,9998,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0,-180.0
1081,-1,54000,KELP,2020,31,,,,,2022,1,2023.0,31.0,,,2021.0,182.3671875
1082,-1,54100,KELP,2020,24,,,,,2022,2,2023.0,24.0,,,2021.0,184.3515625
1083,-1,54100,RAINFOREST_RESIN,9998,2,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-180.0
1084,-1,54200,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
1085,-1,54200,KELP,2020,28,,,,,2023,28,,,,,2021.5,185.75
1086,-1,54300,KELP,2022,1,2019.0,25.0,,,2023,25,,,,,2022.5,202.40625
1087,-1,54300,RAINFOREST_RESIN,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-180.0
1088,-1,54400,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1089,-1,54400,KELP,2019,29,,,,,2022,29,,,,,2020.5,213.9921875
1090,-1,54500,KELP,2019,21,,,,,2022,21,,,,,2020.5,218.8046875
1091,-1,54500,RAINFOREST_RESIN,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-180.0
1092,-1,54600,RAINFOREST_RESIN,10002,3,9995.0,27.0,,,10005,27,,,,,10003.5,-180.0
1093,-1,54600,KELP,2019,27,,,,,2023,27,,,,,2021.0,212.3046875
1094,-1,54700,KELP,2019,29,,,,,2020,4,2022.0,29.0,,,2019.5,214.203125
1095,-1,54700,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-180.0
1096,-1,54800,RAINFOREST_RESIN,9998,8,9995.0,27.0,,,10005,27,,,,,10001.5,-180.0
1097,-1,54800,KELP,2019,27,,,,,2021,1,2022.0,27.0,,,2020.0,215.8984375
1098,-1,54900,KELP,2019,29,,,,,2022,29,,,,,2020.5,218.5
1099,-1,54900,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0,-180.0
1100,-1,55000,RAINFOREST_RESIN,9996,2,9995.0,28.0,,,10002,8,10004.0,2.0,10005.0,28.0,9999.0,-180.0
1101,-1,55000,KELP,2019,36,,,,,2022,30,,,,,2020.5,229.6640625
1102,-1,55100,KELP,2019,37,,,,,2022,29,,,,,2020.5,237.3125
1103,-1,55100,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1104,-1,55200,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-180.0
1105,-1,55200,KELP,2018,21,,,,,2019,3,2020.0,8.0,2022.0,23.0,2018.5,243.9765625
1106,-1,55300,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,9998,1,10002.0,2.0,10004.0,2.0,9997.0,-180.0
1107,-1,55300,KELP,2018,29,,,,,2022,29,,,,,2020.0,248.5625
1108,-1,55400,RAINFOREST_RESIN,9998,3,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,-180.0
1109,-1,55400,KELP,2019,2,2018.0,22.0,,,2022,22,,,,,2020.5,247.0390625
1110,-1,55500,KELP,2021,1,2019.0,4.0,2018.0,25.0,2022,25,,,,,2021.5,243.3125
1111,-1,55500,RAINFOREST_RESIN,9995,25,,,,,10002,9,10005.0,25.0,,,9998.5,-180.0
1112,-1,55600,KELP,2019,3,2018.0,26.0,,,2022,26,,,,,2020.5,245.7890625
1113,-1,55600,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,-180.0
1114,-1,55700,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-180.0
1115,-1,55700,KELP,2019,25,,,,,2022,23,,,,,2020.5,241.2890625
1116,-1,55800,RAINFOREST_RESIN,9998,6,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,-180.0
1117,-1,55800,KELP,2018,27,,,,,2022,27,,,,,2020.0,246.8671875
1118,-1,55900,KELP,2018,22,,,,,2022,22,,,,,2020.0,256.2109375
1119,-1,55900,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,-180.0
1120,-1,56000,KELP,2018,24,,,,,2019,3,2021.0,2.0,2022.0,22.0,2018.5,260.703125
1121,-1,56000,RAINFOREST_RESIN,9996,2,9995.0,22.0,,,10002,10,10004.0,2.0,10005.0,22.0,9999.0,-180.0
1122,-1,56100,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-180.0
1123,-1,56100,KELP,2019,22,,,,,2022,22,,,,,2020.5,235.4765625
1124,-1,56200,RAINFOREST_RESIN,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-180.0
1125,-1,56200,KELP,2020,2,2018.0,30.0,,,2022,30,,,,,2021.0,246.90625
1126,-1,56300,KELP,2019,6,2018.0,27.0,,,2022,27,,,,,2020.5,248.21875
1127,-1,56300,RAINFOREST_RESIN,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0,-180.0
1128,-1,56400,KELP,2018,31,,,,,2022,31,,,,,2020.0,250.28125
1129,-1,56400,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
1130,-1,56500,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-180.0
1131,-1,56500,KELP,2018,29,,,,,2022,29,,,,,2020.0,251.734375
1132,-1,56600,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10002,4,10004.0,2.0,10005.0,29.0,9999.0,-180.0
1133,-1,56600,KELP,2019,2,2018.0,29.0,,,2022,31,,,,,2020.5,244.2421875
1134,-1,56700,KELP,2020,6,2018.0,26.0,,,2022,26,,,,,2021.0,254.2734375
1135,-1,56700,RAINFOREST_RESIN,9998,3,9996.0,2.0,9995.0,24.0,10000,2,10004.0,2.0,10005.0,24.0,9999.0,-180.0
1136,-1,56800,KELP,2018,24,,,,,2021,2,2022.0,22.0,,,2019.5,259.5078125
1137,-1,56800,RAINFOREST_RESIN,10002,1,9998.0,10.0,9996.0,2.0,10004,2,10005.0,22.0,,,10003.0,-180.0
1138,-1,56900,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-180.0
1139,-1,56900,KELP,2018,24,,,,,2021,22,,,,,2019.5,271.4375
1140,-1,57000,RAINFOREST_RESIN,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-180.0
1141,-1,57000,KELP,2018,28,,,,,2020,8,2021.0,28.0,,,2019.0,288.0546875
1142,-1,57100,KELP,2017,27,,,,,2020,27,,,,,2018.5,314.546875
1143,-1,57100,RAINFOREST_RESIN,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-180.0
1144,-1,57200,KELP,2019,1,2017.0,27.0,,,2020,27,,,,,2019.5,322.3671875
1145,-1,57200,RAINFOREST_RESIN,10002,2,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10003.0,-180.0
1146,-1,57300,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,10002,9,10004.0,1.0,10005.0,26.0,9999.0,-180.0
1147,-1,57300,KELP,2017,27,,,,,2020,27,,,,,2018.5,317.265625
1148,-1,57400,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000.0,-180.0
1149,-1,57400,KELP,2017,24,,,,,2019,2,2020.0,24.0,,,2018.0,321.9609375
1150,-1,57500,KELP,2019,5,2017.0,30.0,,,2020,25,,,,,2019.5,321.1484375
1151,-1,57500,RAINFOREST_RESIN,9998,5,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,-180.0
1152,-1,57600,KELP,2017,24,,,,,2020,24,,,,,2018.5,317.34375
1153,-1,57600,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000.0,-180.0
1154,-1,57700,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1155,-1,57700,KELP,2017,29,,,,,2020,29,,,,,2018.5,318.140625
1156,-1,57800,RAINFOREST_RESIN,9998,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-180.0
1157,-1,57800,KELP,2017,31,,,,,2020,2,2021.0,29.0,,,2018.5,307.8359375
1158,-1,57900,KELP,2017,27,,,,,2018,6,2019.0,5.0,2020.0,2.0,2017.5,311.4140625
1159,-1,57900,RAINFOREST_RESIN,9996,2,9995.0,25.0,,,9998,1,10000.0,6.0,10004.0,2.0,9997.0,-180.0
1160,-1,58000,KELP,2017,29,,,,,2020,1,2021.0,24.0,,,2018.5,312.109375
1161,-1,58000,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,9998,4,10004.0,1.0,10005.0,24.0,9997.0,-180.0
1162,-1,58100,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000.0,-180.0
1163,-1,58100,KELP,2017,23,,,,,2020,23,,,,,2018.5,327.484375
1164,-1,58200,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
1165,-1,58200,KELP,2017,31,,,,,2020,31,,,,,2018.5,324.359375
1166,-1,58300,KELP,2017,29,,,,,2020,29,,,,,2018.5,326.78125
1167,-1,58300,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1168,-1,58400,KELP,2016,23,,,,,2018,1,2019.0,23.0,,,2017.0,381.5625
1169,-1,58400,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-180.0
1170,-1,58500,RAINFOREST_RESIN,9995,21,,,,,10002,1,10005.0,21.0,,,9998.5,-180.0
1171,-1,58500,KELP,2016,21,,,,,2019,21,,,,,2017.5,390.2109375
1172,-1,58600,RAINFOREST_RESIN,10002,1,9995.0,25.0,,,10005,25,,,,,10003.5,-180.0
1173,-1,58600,KELP,2015,25,,,,,2017,7,2019.0,25.0,,,2016.0,403.0390625
1174,-1,58700,KELP,2015,34,,,,,2018,32,,,,,2016.5,416.46875
1175,-1,58700,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
1176,-1,58800,KELP,2015,29,,,,,2019,29,,,,,2017.0,404.5390625
1177,-1,58800,RAINFOREST_RESIN,9995,29,,,,,10002,1,10005.0,29.0,,,9998.5,-180.0
1178,-1,58900,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-180.0
1179,-1,58900,KELP,2015,25,,,,,2019,25,,,,,2017.0,397.2734375
1180,-1,59000,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-180.0
1181,-1,59000,KELP,2016,22,,,,,2019,22,,,,,2017.5,383.15625
1182,-1,59100,KELP,2016,34,,,,,2019,27,,,,,2017.5,371.59375
1183,-1,59100,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,-180.0
1184,-1,59200,KELP,2016,31,,,,,2020,31,,,,,2018.0,348.390625
1185,-1,59200,RAINFOREST_RESIN,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-180.0
1186,-1,59300,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-180.0
1187,-1,59300,KELP,2016,26,,,,,2018,2,2019.0,27.0,,,2017.0,369.90625
1188,-1,59400,RAINFOREST_RESIN,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-180.0
1189,-1,59400,KELP,2015,22,,,,,2019,22,,,,,2017.0,397.8046875
1190,-1,59500,KELP,2015,23,,,,,2019,23,,,,,2017.0,393.1640625
1191,-1,59500,RAINFOREST_RESIN,10002,5,9995.0,23.0,,,10005,23,,,,,10003.5,-180.0
1192,-1,59600,KELP,2016,29,,,,,2019,29,,,,,2017.5,387.3359375
1193,-1,59600,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-180.0
1194,-1,59700,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,-180.0
1195,-1,59700,KELP,2015,21,,,,,2018,21,,,,,2016.5,429.1796875
1196,-1,59800,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-180.0
1197,-1,59800,KELP,2015,25,,,,,2018,25,,,,,2016.5,423.3984375
1198,-1,59900,KELP,2015,24,,,,,2018,24,,,,,2016.5,429.5703125
1199,-1,59900,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10002,6,10004.0,1.0,10005.0,23.0,9999.0,-180.0
1200,-1,60000,KELP,2015,22,,,,,2018,22,,,,,2016.5,424.5078125
1201,-1,60000,RAINFOREST_RESIN,9998,3,9995.0,22.0,,,10005,22,,,,,10001.5,-180.0
1202,-1,60100,RAINFOREST_RESIN,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-180.0
1203,-1,60100,KELP,2015,27,,,,,2018,27,,,,,2016.5,428.46875
1204,-1,60200,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000.0,-180.0
1205,-1,60200,KELP,2016,3,2015.0,25.0,,,2018,25,,,,,2017.0,439.8984375
1206,-1,60300,KELP,2015,28,,,,,2018,28,,,,,2016.5,441.3359375
1207,-1,60300,RAINFOREST_RESIN,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-180.0
1208,-1,60400,KELP,2015,1,2014.0,20.0,,,2018,21,,,,,2016.5,446.0078125
1209,-1,60400,RAINFOREST_RESIN,9996,1,9995.0,20.0,,,9998,1,10004.0,1.0,10005.0,20.0,9997.0,-180.0
1210,-1,60500,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-180.0
1211,-1,60500,KELP,2015,24,,,,,2018,24,,,,,2016.5,419.7890625
1212,-1,60600,RAINFOREST_RESIN,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,-180.0
1213,-1,60600,KELP,2015,26,,,,,2018,24,,,,,2016.5,421.21875
1214,-1,60700,KELP,2015,22,,,,,2017,5,2018.0,22.0,,,2016.0,421.609375
1215,-1,60700,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,-180.0
1216,-1,60800,KELP,2015,31,,,,,2018,32,,,,,2016.5,420.9296875
1217,-1,60800,RAINFOREST_RESIN,10002,10,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10003.0,-180.0
1218,-1,60900,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-180.0
1219,-1,60900,KELP,2015,28,,,,,2017,4,2018.0,31.0,,,2016.0,432.734375
1220,-1,61000,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
1221,-1,61000,KELP,2015,28,,,,,2018,28,,,,,2016.5,426.2109375
1222,-1,61100,KELP,2015,29,,,,,2017,3,2018.0,29.0,,,2016.0,440.6953125
1223,-1,61100,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1224,-1,61200,KELP,2015,22,,,,,2016,2,2018.0,22.0,,,2015.5,428.3984375
1225,-1,61200,RAINFOREST_RESIN,9998,9,9996.0,1.0,9995.0,21.0,10000,2,10004.0,1.0,10005.0,21.0,9999.0,-180.0
1226,-1,61300,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-180.0
1227,-1,61300,KELP,2015,23,,,,,2018,23,,,,,2016.5,415.125
1228,-1,61400,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
1229,-1,61400,KELP,2015,31,,,,,2018,1,2019.0,30.0,,,2016.5,410.171875
1230,-1,61500,KELP,2015,29,,,,,2018,29,,,,,2016.5,429.5546875
1231,-1,61500,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-180.0
1232,-1,61600,RAINFOREST_RESIN,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-180.0
1233,-1,61600,KELP,2015,30,,,,,2017,5,2018.0,30.0,,,2016.0,440.1796875
1234,-1,61700,KELP,2014,26,,,,,2016,7,2017.0,27.0,,,2015.0,475.6640625
1235,-1,61700,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-180.0
1236,-1,61800,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000.0,-180.0
1237,-1,61800,KELP,2015,20,,,,,2018,20,,,,,2016.5,438.0625
1238,-1,61900,KELP,2014,26,,,,,2017,26,,,,,2015.5,471.640625
1239,-1,61900,RAINFOREST_RESIN,9995,26,,,,,9998,1,10005.0,26.0,,,9996.5,-180.0
1240,-1,62000,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000.0,-180.0
1241,-1,62000,KELP,2016,1,2014.0,20.0,,,2017,20,,,,,2016.5,468.8359375
1242,-1,62100,KELP,2014,25,,,,,2017,25,,,,,2015.5,465.7265625
1243,-1,62100,RAINFOREST_RESIN,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-180.0
1244,-1,62200,RAINFOREST_RESIN,9995,25,,,,,10002,3,10005.0,25.0,,,9998.5,-180.0
1245,-1,62200,KELP,2014,25,,,,,2017,25,,,,,2015.5,472.5
1246,-1,62300,KELP,2014,22,,,,,2017,22,,,,,2015.5,467.328125
1247,-1,62300,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,-180.0
1248,-1,62400,RAINFOREST_RESIN,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-180.0
1249,-1,62400,KELP,2014,25,,,,,2016,8,2018.0,25.0,,,2015.0,446.8515625
1250,-1,62500,KELP,2015,3,2014.0,23.0,,,2018,24,,,,,2016.5,445.515625
1251,-1,62500,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-180.0
1252,-1,62600,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1253,-1,62600,KELP,2015,29,,,,,2018,29,,,,,2016.5,422.78125
1254,-1,62700,KELP,2015,26,,,,,2018,26,,,,,2016.5,424.7734375
1255,-1,62700,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-180.0
1256,-1,62800,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,-180.0
1257,-1,62800,KELP,2015,25,,,,,2017,1,2019.0,26.0,,,2016.0,406.546875
1258,-1,62900,KELP,2016,29,,,,,2018,1,2019.0,29.0,,,2017.0,380.0
1259,-1,62900,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,9998,4,10004.0,2.0,10005.0,27.0,9997.0,-180.0
1260,-1,63000,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1261,-1,63000,KELP,2016,29,,,,,2018,4,2019.0,29.0,,,2017.0,377.2578125
1262,-1,63100,KELP,2016,25,,,,,2020,26,,,,,2018.0,354.4140625
1263,-1,63100,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-180.0
1264,-1,63200,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
1265,-1,63200,KELP,2016,28,,,,,2020,28,,,,,2018.0,352.6484375
1266,-1,63300,KELP,2016,32,,,,,2019,2,2020.0,30.0,,,2017.5,358.765625
1267,-1,63300,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
1268,-1,63400,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-180.0
1269,-1,63400,KELP,2018,3,2016.0,26.0,,,2020,26,,,,,2019.0,355.7265625
1270,-1,63500,KELP,2016,22,,,,,2019,20,,,,,2017.5,363.3515625
1271,-1,63500,RAINFOREST_RESIN,9998,8,9995.0,20.0,,,10005,20,,,,,10001.5,-180.0
1272,-1,63600,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,-180.0
1273,-1,63600,KELP,2018,1,2016.0,21.0,,,2019,21,,,,,2018.5,367.890625
1274,-1,63700,KELP,2017,8,2016.0,30.0,,,2019,2,2020.0,28.0,,,2018.0,358.8203125
1275,-1,63700,RAINFOREST_RESIN,9996,2,9995.0,28.0,,,10002,6,10004.0,2.0,10005.0,28.0,9999.0,-180.0
1276,-1,63800,RAINFOREST_RESIN,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-180.0
1277,-1,63800,KELP,2016,21,,,,,2018,7,2020.0,22.0,,,2017.0,353.546875
1278,-1,63900,KELP,2016,21,,,,,2018,6,2020.0,21.0,,,2017.0,361.125
1279,-1,63900,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,-180.0
1280,-1,64000,RAINFOREST_RESIN,9998,6,9995.0,30.0,,,10005,30,,,,,10001.5,-180.0
1281,-1,64000,KELP,2016,30,,,,,2019,30,,,,,2017.5,365.984375
1282,-1,64100,KELP,2016,27,,,,,2019,27,,,,,2017.5,365.9609375
1283,-1,64100,RAINFOREST_RESIN,9995,27,,,,,10002,6,10005.0,27.0,,,9998.5,-180.0
1284,-1,64200,KELP,2015,25,,,,,2018,25,,,,,2016.5,416.5
1285,-1,64200,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-180.0
1286,-1,64300,RAINFOREST_RESIN,9998,7,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0,-180.0
1287,-1,64300,KELP,2015,23,,,,,2018,23,,,,,2016.5,429.1875
1288,-1,64400,RAINFOREST_RESIN,9998,8,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,-180.0
1289,-1,64400,KELP,2015,31,,,,,2018,29,,,,,2016.5,425.953125
1290,-1,64500,KELP,2015,29,,,,,2017,6,2018.0,29.0,,,2016.0,421.234375
1291,-1,64500,RAINFOREST_RESIN,9998,5,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,-180.0
1292,-1,64600,KELP,2015,26,,,,,2018,26,,,,,2016.5,426.375
1293,-1,64600,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,-180.0
1294,-1,64700,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
1295,-1,64700,KELP,2015,28,,,,,2018,28,,,,,2016.5,441.2421875
1296,-1,64800,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
1297,-1,64800,KELP,2015,2,2014.0,30.0,,,2018,32,,,,,2016.5,442.328125
1298,-1,64900,KELP,2015,31,,,,,2017,3,2018.0,31.0,,,2016.0,441.25
1299,-1,64900,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-180.0
1300,-1,65000,KELP,2015,25,,,,,2018,25,,,,,2016.5,425.0078125
1301,-1,65000,RAINFOREST_RESIN,9995,25,,,,,9998,1,10005.0,25.0,,,9996.5,-180.0
1302,-1,65100,RAINFOREST_RESIN,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-180.0
1303,-1,65100,KELP,2015,25,,,,,2018,25,,,,,2016.5,430.4921875
1304,-1,65200,RAINFOREST_RESIN,9998,8,9995.0,29.0,,,10005,29,,,,,10001.5,-180.0
1305,-1,65200,KELP,2017,1,2015.0,29.0,,,2019,29,,,,,2018.0,404.0234375
1306,-1,65300,KELP,2015,21,,,,,2017,2,2018.0,21.0,,,2016.0,421.234375
1307,-1,65300,RAINFOREST_RESIN,9995,21,,,,,10002,3,10005.0,21.0,,,9998.5,-180.0
1308,-1,65400,KELP,2015,28,,,,,2016,3,2018.0,28.0,,,2015.5,416.203125
1309,-1,65400,RAINFOREST_RESIN,9996,2,9995.0,26.0,,,10000,3,10004.0,2.0,10005.0,26.0,9998.0,-180.0
1310,-1,65500,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-180.0
1311,-1,65500,KELP,2015,36,,,,,2018,29,,,,,2016.5,426.515625
1312,-1,65600,RAINFOREST_RESIN,9998,5,9995.0,20.0,,,10005,20,,,,,10001.5,-180.0
1313,-1,65600,KELP,2015,20,,,,,2019,20,,,,,2017.0,410.4453125
1314,-1,65700,KELP,2014,29,,,,,2018,29,,,,,2016.0,444.203125
1315,-1,65700,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-180.0
1316,-1,65800,KELP,2015,20,,,,,2017,7,2018.0,20.0,,,2016.0,439.546875
1317,-1,65800,RAINFOREST_RESIN,9998,9,9995.0,20.0,,,10005,20,,,,,10001.5,-180.0
1318,-1,65900,RAINFOREST_RESIN,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-180.0
1319,-1,65900,KELP,2015,29,,,,,2018,24,,,,,2016.5,429.71875
1320,-1,66000,RAINFOREST_RESIN,9998,4,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-180.0
1321,-1,66000,KELP,2015,24,,,,,2018,24,,,,,2016.5,428.65625
1322,-1,66100,KELP,2015,27,,,,,2018,27,,,,,2016.5,423.109375
1323,-1,66100,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0,-180.0
1324,-1,66200,KELP,2016,5,2015.0,20.0,,,2019,20,,,,,2017.5,402.6640625
1325,-1,66200,RAINFOREST_RESIN,10002,1,10000.0,5.0,9995.0,20.0,10005,20,,,,,10003.5,-180.0
1326,-1,66300,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-180.0
1327,-1,66300,KELP,2018,1,2016.0,2.0,2015.0,25.0,2019,25,,,,,2018.5,398.109375
